1117	2591	1
1117	2708	1
1139	1240	2
1139	1296	1
1139	1738	1
1139	2528	1
1139	2591	1
1179	1296	3
1179	1457	1
1179	2115	1
1179	2591	1
1229	1240	1
1229	1505	1
1229	1658	1
1229	2081	1
1229	2320	1
1240	1286	1
1240	1296	3
1240	1337	2
1240	1505	3
1240	1658	2
1240	1957	1
1240	2141	1
1252	1392	1
1252	1457	1
1252	1779	1
1252	2263	2
1277	1286	1
1277	1296	6
1277	1425	1
1277	1457	2
1277	1581	1
1277	1658	1
1277	1680	1
1277	1957	1
1277	2115	1
1277	2286	1
1277	2366	1
1277	2377	3
1277	2389	1
1277	2457	2
1277	2482	2
1277	2507	1
1277	2644	2
1286	2115	1
1286	2242	1
1286	2507	3
1296	1337	2
1296	1406	1
1296	1457	7
1296	1469	1
1296	1505	2
1296	1517	1
1296	1521	3
1296	1525	2
1296	1658	1
1296	1680	6
1296	1722	1
1296	1738	2
1296	1779	1
1296	1982	5
1296	2115	2
1296	2141	1
1296	2286	2
1296	2377	2
1296	2482	3
1296	2591	4
1296	2644	1
1296	2669	1
1337	1505	1
1337	1658	1
1337	1722	1
1337	2115	1
1337	2141	1
1337	2457	1
1337	2591	2
1406	1457	2
1425	1505	1
1425	2366	1
1425	2389	1
1425	2457	1
1425	2482	1
1425	2644	3
1425	2669	1
1425	2708	1
1457	1525	1
1457	1680	1
1457	1738	1
1457	1779	1
1457	2263	1
1457	2286	1
1457	2377	1
1457	2496	1
1457	2591	2
1469	1525	1
1469	1680	1
1472	1505	1
1472	1517	1
1472	1521	2
1472	1525	1
1472	2141	1
1472	2242	1
1472	2708	1
1505	1515	1
1505	1517	1
1505	1521	4
1505	1525	2
1505	1581	1
1505	1680	1
1505	1722	1
1505	1968	1
1505	2115	1
1505	2242	1
1505	2457	1
1505	2644	2
1505	2669	1
1515	1521	1
1515	2507	1
1515	2644	1
1515	2669	1
1517	1581	1
1517	2528	1
1517	2708	1
1521	1525	4
1521	1581	3
1521	1680	2
1521	1722	2
1521	1781	1
1521	2081	1
1521	2115	1
1521	2141	3
1521	2385	1
1521	2496	1
1521	2507	2
1521	2528	1
1521	2644	3
1521	2669	2
1521	2677	1
1521	2708	1
1525	1680	1
1525	1738	1
1525	2389	1
1525	2591	1
1581	1658	1
1581	2263	1
1581	2528	1
1658	1680	1
1658	2242	1
1658	2496	1
1680	1738	1
1680	1968	1
1680	2081	1
1680	2115	2
1680	2141	1
1680	2261	1
1680	2320	2
1680	2377	1
1680	2482	1
1680	2496	3
1680	2591	3
1680	2644	2
1680	2669	1
1738	2320	1
1738	2496	1
1738	2528	1
1738	2591	2
1779	2242	1
1779	2263	1
1779	2528	3
1957	2389	1
1957	2457	1
1968	2242	1
1982	2115	2
1982	2644	1
2081	2320	4
2081	2677	1
2115	2141	1
2115	2286	1
2115	2507	1
2115	2534	1
2115	2591	1
2141	2427	1
2141	2457	2
2141	2644	1
2242	2507	1
2242	2511	1
2263	2320	1
2263	2528	1
2286	2377	1
2366	2644	2
2366	2677	1
2377	2427	1
2377	2482	1
